,playlist_id,playlist_title,playlist_owner_id,playlist_length,playlist_views,video_id,video_title,video_views,video_length,video_desciption,video_keywords,video_rating
4,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,0Va2dOLqUfM,5. Maximum Likelihood Estimation (cont.),43600.0,4591.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet talked about maximizing/minimizing functions, likelihood, discrete cases, continuous cases, and maximum likelihood estimators.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['maximizing function', 'minimizing function', 'likelihood', 'Kullback-Leibler divergence', 'Bernoulli trials', 'Poisson model', 'Gaussian model', 'maximum likelihood estimator']",
5,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,JTbZP0yt9qc,6. Maximum Likelihood Estimation (cont.) and the Method of Moments,43650.0,4749.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet continued on maximum likelihood estimators and talked about Weierstrass Approximation Theorem (WAT), and statistical application of the WAT, etc.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['maximum likelihood estimators', 'Weierstrass Approximation Theorem', 'Gaussian quadrature', 'Vandermonde determinant', 'method of moments', 'multivariate Delta method', 'moment estimator']",
6,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,phbw9r1iUDI,7. Parametric Hypothesis Testing,38872.0,4731.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet talked about parametric hypothesis testing and discussed Cherry Blossom run and clinical trials as examples.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['parametric hypothesis testing', 'Gaussian distribution', 'modeling assumption']",
7,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,4HRhg4eUiMo,8. Parametric Hypothesis Testing (cont.),24269.0,4712.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet talked about statistical formulation, Neyman-Pearson’s paradigm, and Kai-squared distribution.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['statistical formulation', 'Slutsky’s theorem', 'Golden rule', 'Neyman-Pearson’s paradigm', 'Kai-squared distribution']",
8,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,QXkOaifVfW4,9. Parametric Hypothesis Testing (cont.),20219.0,4881.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet talked about Wald's test, likelihood ratio test, and testing implicit hypotheses.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['Cochran’s theorem', 'Slutsky’s theorem', ""Wald's test"", 'likelihood ratio test', 'continuously differentiable']",
9,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,a66tfLdr6oY,11. Parametric Hypothesis Testing (cont.) and Testing Goodness of Fit,16764.0,4968.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet talked about Glivenko-Cantelli Theorem (fundamental theorem of statistics), Donsker’s Theorem, and Kolmogorov-Smirnov test.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['Glivenko-Cantelli Theorem', 'Donsker’s Theorem', 'Brownian bridge', 'Kolmogorov-Smirnov test']",
10,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,vMaKx9fmJHE,12. Testing Goodness of Fit (cont.),18384.0,4876.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet talked about Kolmogorov-Lilliefors test, Quantile-Quantile plots, and Kai-squared goodness-of-fit test.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['Gaussian distribution', 'Kolmogorov-Lilliefors test', 'Quantile-Quantile plots', 'probability distribution', 'binomial distribution']",
11,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,yP1S37BiEsQ,13. Regression,46238.0,4562.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet talked about linear regression and multivariate case.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['linear regression', 'least squared error', 'multivariate', 'covariate']",
12,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,JBIz7UadY5M,14. Regression (cont.),15190.0,4438.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet talked about linear regression with deterministic design and Gaussian noise.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['linear regression', 'orthogonal projection', 'subspace', 'deterministic design', 'Gaussian noise']",
13,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,V4xOdtqic3o,15. Regression (cont.),11601.0,4528.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet talked about significance test and other tests.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['linear regression', 'Bonferroni’s test', 'Fisher distribution', 'deterministic design']",
14,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,bFZ-0FH5hfs,17. Bayesian Statistics,171571.0,4685.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet talked about Bayesian approach, Bayes rule, posterior distribution, and non-informative priors.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['linear regression', 'Bayesian approach', 'Bayes rule', 'posterior distribution', 'prior distribution']",
15,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,k2inA31Gups,18. Bayesian Statistics (cont.),17892.0,3785.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet talked about Bayesian confidence regions and Bayesian estimation.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['Bayesian confidence region', 'confidence interval', 'parameter space', 'Bayesian estimation', 'posterior']",
16,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,WW3ZJHPwvyg,19. Principal Component Analysis,77762.0,4631.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet reviewed linear algebra and talked about multivariate statistics.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['linear algebra', 'covariance matrix', 'orthogonal projector', 'affine subspace', 'eigenvalue', 'eigenvector', 'multivariate statistics']",
17,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,a1ZCeFpeW0o,20. Principal Component Analysis (cont.),17311.0,4612.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet talked about principal component analysis: main principle, algorithm, example, and beyond practice.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['principal component analysis', 'linear subspace', 'orthogonal matrix', 'variance', 'total variance', 'covariance matrix']",
18,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,X-ix97pw0xY,21. Generalized Linear Models,103877.0,4513.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet talked about linear model, generalization, and examples of disease occurring rate, prey capture rate, Kyphosis data, etc.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['linear model', 'disease occurring rate', 'Poisson distribution', 'discrete distributions', 'prey capture rate', 'reciprocal link', 'Kyphosis data']",
19,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,mc1y8m9-hOM,22. Generalized Linear Models (cont.),22242.0,4639.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet talked about log-likelihood function, link function, and canonical link, etc.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['log-likelihood function', 'link function', 'variance', 'Poisson distribution', 'Poisson likelihood', 'canonical link']",
20,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,OYcdw5vOgIc,23. Generalized Linear Models (cont.),15215.0,4701.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet talked about strict concavity, optimization methods, quadratic approximation, Newton-Raphson method, and Fisher-scoring method.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['strict concavity', 'optimization methods', 'quadratic approximation', 'Newton-Raphson method', 'Fisher-scoring method', 'logistic regression']",
21,PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0,"MIT 18.650 Statistics for Applications, Fall 2016",UCEBb1b_L6zDS3xTUrIALZOw,22.0,641240.0,lWW54ts9Ubo,24. Generalized Linear Models (cont.),12015.0,3284.0,"MIT 18.650 Statistics for Applications, Fall 2016
View the complete course: http://ocw.mit.edu/18-650F16
Instructor: Philippe Rigollet

In this lecture, Prof. Rigollet talked about Hessian, Fisher information, weighted least squares, and iteratively reweighed least squares.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['Fisher information', 'Fisher-scoring', 'weighted least squares', 'iteratively reweighed least squares']",
0,PLUl4u3cNGP60_JNv2MmK3wkOt9syvfQWY,"MIT 18.404J Theory of Computation, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,25.0,143631.0,9syvZr-9xwk,"1. Introduction, Finite Automata, Regular Expressions",125797.0,3634.0,"MIT 18.404J Theory of Computation, Fall 2020
Instructor: Michael Sipser
View the complete course: https://ocw.mit.edu/18-404JF20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60_JNv2MmK3wkOt9syvfQWY

Introduction; course outline, mechanics, and expectations. Described finite automata, their formal definition, regular languages, regular operations, and regular expressions. Proved that the class of regular languages is closed under union. Started proving closure under concatenation.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['finite automata', 'formal definition', 'regular languages', 'regular operations', 'regular expressions']",
1,PLUl4u3cNGP60_JNv2MmK3wkOt9syvfQWY,"MIT 18.404J Theory of Computation, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,25.0,143631.0,oNsscmUwjMU,"2. Nondeterminism, Closure Properties, Conversion of Regular Expressions to FA",22510.0,3807.0,"MIT 18.404J Theory of Computation, Fall 2020
Instructor: Michael Sipser
View the complete course: https://ocw.mit.edu/18-404JF20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60_JNv2MmK3wkOt9syvfQWY

Quickly reviewed last lecture. Introduced nondeterministic finite automata (NFA). Proved that NFA and DFA are equivalent in power. Proved that the class of regular languages is closed under concatenation and star. Showed conversion of regular expressions to NFAs.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['nondeterministic finite automata', 'regular languages', 'regular expressions']",
2,PLUl4u3cNGP60_JNv2MmK3wkOt9syvfQWY,"MIT 18.404J Theory of Computation, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,25.0,143631.0,KAySmSEGc9U,"3. Regular Pumping Lemma, Conversion of FA to Regular Expressions",17750.0,4202.0,"MIT 18.404J Theory of Computation, Fall 2020
Instructor: Michael Sipser
View the complete course: https://ocw.mit.edu/18-404JF20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60_JNv2MmK3wkOt9syvfQWY

Quickly reviewed last lecture. Showed conversion of DFAs to regular expressions. Gave a method for proving languages not regular by using the pumping lemma and closure properties. Introduced context free grammars (CFGs).

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['regular expressions', 'pumping lemma', 'non-regularity', 'closure properties', 'context free grammars']",
